frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0.48823943734169006,0.7359192967414856,-0.605872631072998,0.49107521772384644,0.7358716130256653,-0.6164337396621704,0.49200963973999023,0.7362120151519775,-0.6163241267204285,0.4948834776878357,0.7319942116737366,-0.6163934469223022,0.48581671714782715,0.731170117855072,-0.6204445362091064,0.4835506081581116,0.7292781472206116,-0.6206371784210205,0.47921472787857056,0.7252534031867981,-0.6207863092422485,0.4952634871006012,0.7258345484733582,-0.5672224760055542,0.475639283657074,0.7114832401275635,-0.5824117064476013,0.49150460958480835,0.727445125579834,-0.5776248574256897,0.48430976271629333,0.7291380167007446,-0.5821137428283691,0.5122838616371155,0.7027812004089355,-0.4282906651496887,0.4479421079158783,0.701525092124939,-0.4272511601448059,0.527615487575531,0.736424446105957,-0.3622359335422516,0.42061442136764526,0.7924451231956482,-0.39590081572532654,0.5520370602607727,0.7520904541015625,-0.378986120223999,0.3879207670688629,0.8603159785270691,-0.43151456117630005,0.5655211210250854,0.7472513914108276,-0.4138020873069763,0.3792248070240021,0.8752738833427429,-0.46746546030044556,0.5603301525115967,0.7464497685432434,-0.4330654740333557,0.3845578134059906,0.8702484369277954,-0.48697805404663086,0.5523143410682678,0.74931401014328,-0.3884349763393402,0.39340853691101074,0.8653319478034973,-0.43958765268325806,0.5221150517463684,0.620623767375946,-0.02245740406215191,0.4878150522708893,0.610106348991394,0.022392798215150833,0.5588746070861816,0.751322329044342,-0.019670043140649796,0.4306228756904602,0.7547087073326111,0.017785899341106415,0.6028561592102051,0.8370212316513062,0.16839484870433807,0.3919437527656555,0.8603450059890747,0.15696115791797638,0.6027693152427673,0.8421236872673035,0.1829272359609604,0.39579203724861145,0.8729181289672852,0.16636961698532104,0.6147333383560181,0.8679037094116211,0.06814880669116974,0.36838847398757935,0.9080406427383423,0.04989335685968399
1,0.49502721428871155,0.7355682253837585,-0.6632682681083679,0.4982575476169586,0.7339687943458557,-0.661788821220398,0.4998362064361572,0.7339558005332947,-0.6616843938827515,0.5018315315246582,0.7315958738327026,-0.6615670919418335,0.49224987626075745,0.7304414510726929,-0.6684341430664062,0.48956066370010376,0.7281696796417236,-0.668587327003479,0.486767053604126,0.7247731685638428,-0.6686102747917175,0.5043859481811523,0.7245326638221741,-0.5677260160446167,0.48113054037094116,0.7087514400482178,-0.5939096808433533,0.4970908761024475,0.7285194396972656,-0.6196208596229553,0.48879456520080566,0.728453516960144,-0.6281828880310059,0.5173612236976624,0.7022074460983276,-0.3996928036212921,0.45026808977127075,0.6959772706031799,-0.42230114340782166,0.5259160399436951,0.7650591731071472,-0.321748822927475,0.4181317389011383,0.7912873029708862,-0.39584973454475403,0.5330325365066528,0.8566415309906006,-0.3413885235786438,0.38772115111351013,0.8650177717208862,-0.46022099256515503,0.5547364354133606,0.872012734413147,-0.3725453019142151,0.37874874472618103,0.8785542845726013,-0.5007572770118713,0.5441384315490723,0.8722590804100037,-0.39289402961730957,0.3849231004714966,0.8753559589385986,-0.519185483455658,0.5314527153968811,0.8677906394004822,-0.35146909952163696,0.3923656940460205,0.8710043430328369,-0.4689062237739563,0.5237089991569519,0.6250646114349365,-0.017180997878313065,0.4885793626308441,0.6102834343910217,0.01683167740702629,0.5578998327255249,0.7558631896972656,-0.03708085045218468,0.4353923201560974,0.7626136541366577,0.019352039322257042,0.6022011041641235,0.8406022191047668,0.15873147547245026,0.45436805486679077,0.8512896299362183,0.16661497950553894,0.602801501750946,0.8543558716773987,0.17459753155708313,0.46179595589637756,0.8601357340812683,0.17912165820598602,0.6129224896430969,0.873353898525238,0.07225948572158813,0.4564701020717621,0.8981224298477173,0.09777569025754929
2,0.494260311126709,0.7355941534042358,-0.6502315402030945,0.4975601136684418,0.7335745692253113,-0.6531095504760742,0.49912863969802856,0.7333155274391174,-0.6530183553695679,0.5011472702026367,0.7315745949745178,-0.6529812812805176,0.49161094427108765,0.7303555607795715,-0.65651935338974,0.48890528082847595,0.7278887629508972,-0.6566749811172485,0.48602572083473206,0.7247301936149597,-0.6567176580429077,0.5037632584571838,0.7240265011787415,-0.5720593333244324,0.48063844442367554,0.708911120891571,-0.5924579501152039,0.4966776371002197,0.7297881245613098,-0.6130739450454712,0.48841309547424316,0.7280862331390381,-0.6169131398200989,0.5176935791969299,0.7052232623100281,-0.4247826635837555,0.4505012035369873,0.6962258815765381,-0.4121258854866028,0.5065744519233704,0.7922471761703491,-0.4132166802883148,0.4181974530220032,0.7956103086471558,-0.3957904875278473,0.50263911485672,0.8800944685935974,-0.4740262031555176,0.386287659406662,0.868263840675354,-0.4754701256752014,0.5185062885284424,0.895626425743103,-0.5217729806900024,0.37552621960639954,0.8800209760665894,-0.5179038047790527,0.5104073882102966,0.8944833278656006,-0.5341699719429016,0.3821236193180084,0.8774588704109192,-0.5375438928604126,0.5005388855934143,0.8894221186637878,-0.4833005964756012,0.3881832957267761,0.8746404051780701,-0.48581328988075256,0.5247284173965454,0.6237324476242065,-0.022183364257216454,0.488586962223053,0.6105852127075195,0.02174568362534046,0.5579136610031128,0.7559797763824463,-0.07648865133523941,0.43600502610206604,0.7656010389328003,0.01147649995982647,0.6009253859519958,0.840484082698822,0.10441571474075317,0.4372886121273041,0.8576335310935974,0.15130378305912018,0.6031589508056641,0.8529682755470276,0.1186012476682663,0.4402165412902832,0.8646003007888794,0.16249078512191772,0.6126183271408081,0.8753247857093811,0.013429110869765282,0.4320308566093445,0.9126465916633606,0.08841470628976822
3,0.4932076036930084,0.7400626540184021,-0.6410235166549683,0.4972723424434662,0.734813928604126,-0.6466453671455383,0.49871736764907837,0.734652042388916,-0.6465778350830078,0.5008200407028198,0.7339843511581421,-0.6465626955032349,0.49092379212379456,0.7349948287010193,-0.6503325700759888,0.4876945912837982,0.7320934534072876,-0.650508463382721,0.4857354760169983,0.7301664352416992,-0.650574803352356,0.5028877258300781,0.7245618104934692,-0.5742905139923096,0.4800647795200348,0.712451159954071,-0.591216504573822,0.49477171897888184,0.7359090447425842,-0.6063308715820312,0.4877587854862213,0.7329123616218567,-0.6105091571807861,0.5173397660255432,0.7047634720802307,-0.42953696846961975,0.4490559697151184,0.7000880837440491,-0.4115009903907776,0.5200363397598267,0.7789501547813416,-0.3748111426830292,0.4132472574710846,0.8031435608863831,-0.3683911859989166,0.526497483253479,0.8377452492713928,-0.3894451856613159,0.38500097393989563,0.8707899451255798,-0.43635421991348267,0.5513530373573303,0.8438872694969177,-0.43360477685928345,0.3740738332271576,0.882000207901001,-0.4739249348640442,0.5374692678451538,0.8448948264122009,-0.451223224401474,0.38149166107177734,0.8789383172988892,-0.5006018877029419,0.5224387645721436,0.8441013097763062,-0.39915257692337036,0.38769474625587463,0.8776172399520874,-0.4478781819343567,0.5240110158920288,0.6216552257537842,-0.03318265452980995,0.488278329372406,0.6106399297714233,0.032892122864723206,0.5565679669380188,0.7549743056297302,-0.06298165768384933,0.44154149293899536,0.7657079696655273,0.06105196475982666,0.6009441614151001,0.8404215574264526,0.15173889696598053,0.45843902230262756,0.8659811019897461,0.25363609194755554,0.6034231185913086,0.8498185276985168,0.17137032747268677,0.47239938378334045,0.8650783896446228,0.2697555720806122,0.6121600270271301,0.8753061294555664,0.06591569632291794,0.45571169257164,0.9105300307273865,0.17659321427345276
4,0.49168044328689575,0.7416127324104309,-0.6716872453689575,0.4945998787879944,0.7371701002120972,-0.6753295660018921,0.49695926904678345,0.735320508480072,-0.6752932071685791,0.4991641938686371,0.7353372573852539,-0.6753276586532593,0.4880388379096985,0.7362918257713318,-0.6784405708312988,0.4851464331150055,0.7336373925209045,-0.6786085963249207,0.48355770111083984,0.7319484353065491,-0.6786400079727173,0.5024195313453674,0.7251611351966858,-0.5966340899467468,0.4781547486782074,0.7145655155181885,-0.608061671257019,0.49366745352745056,0.7378768920898438,-0.6339219808578491,0.4862300753593445,0.733298659324646,-0.6371842622756958,0.5189500451087952,0.702206015586853,-0.45224565267562866,0.44894689321517944,0.7014991641044617,-0.42666569352149963,0.5264127850532532,0.7729153037071228,-0.4088504910469055,0.41285696625709534,0.8022282123565674,-0.3726164698600769,0.5355207324028015,0.8479224443435669,-0.45668187737464905,0.38473835587501526,0.8705816268920898,-0.4409911632537842,0.5591500401496887,0.8563206195831299,-0.5071781277656555,0.37348273396492004,0.8818102478981018,-0.4799441397190094,0.5446263551712036,0.8586608171463013,-0.523066520690918,0.38101187348365784,0.8786068558692932,-0.5061710476875305,0.5288025736808777,0.8567631244659424,-0.46708327531814575,0.3868483006954193,0.8768889307975769,-0.4527150094509125,0.5242377519607544,0.6216349005699158,-0.034236885607242584,0.48691076040267944,0.6144049167633057,0.03402628377079964,0.5557476282119751,0.7535107135772705,-0.06254128366708755,0.4449818730354309,0.7661393880844116,0.0821489542722702,0.5988959074020386,0.8361475467681885,0.22347167134284973,0.4703887104988098,0.8458908796310425,0.3153439164161682,0.6022851467132568,0.8437526226043701,0.24619348347187042,0.4800778925418854,0.8502677083015442,0.3360544443130493,0.6070953607559204,0.871462345123291,0.15124547481536865,0.466500461101532,0.8902180790901184,0.2546451985836029
5,0.49193644523620605,0.7426344156265259,-0.6469048261642456,0.494954913854599,0.7378459572792053,-0.6630069017410278,0.4973178803920746,0.7363529801368713,-0.6629547476768494,0.4994119107723236,0.7362889647483826,-0.6631543636322021,0.48826679587364197,0.7379319071769714,-0.6618044376373291,0.48553985357284546,0.7356894612312317,-0.661972165107727,0.4837776720523834,0.7342272996902466,-0.6619550585746765,0.5032106637954712,0.7258697748184204,-0.5895164012908936,0.47863537073135376,0.7167452573776245,-0.604396402835846,0.49444127082824707,0.7387520670890808,-0.6167490482330322,0.4866471290588379,0.7339279055595398,-0.6162185668945312,0.5257552862167358,0.7043865323066711,-0.44561153650283813,0.44894424080848694,0.7021087408065796,-0.42709994316101074,0.5631519556045532,0.7647371292114258,-0.39515167474746704,0.41592541337013245,0.7952530980110168,-0.3504085838794708,0.601656973361969,0.8556809425354004,-0.3947067856788635,0.3853854835033417,0.870232880115509,-0.3334399461746216,0.6134625673294067,0.8700456619262695,-0.4300766587257385,0.3737069368362427,0.882134735584259,-0.35798370838165283,0.6093721389770508,0.8746187686920166,-0.4433663487434387,0.38336408138275146,0.8796990513801575,-0.3764519691467285,0.6032577157020569,0.8676081895828247,-0.4008027911186218,0.38699954748153687,0.8772134780883789,-0.339694082736969,0.5242652297019958,0.6236853003501892,-0.0186660997569561,0.484571635723114,0.6172124743461609,0.018570082262158394,0.5549641251564026,0.7523608803749084,-0.018324274569749832,0.44354313611984253,0.7701453566551208,0.02862325869500637,0.5921493172645569,0.8222816586494446,0.2070024013519287,0.42334073781967163,0.8558850884437561,0.1818154752254486,0.5884572267532349,0.8215791583061218,0.23459330201148987,0.42318910360336304,0.8744114637374878,0.19539687037467957,0.6035217642784119,0.8692713975906372,0.11001467704772949,0.4059688150882721,0.9266377687454224,0.10426300764083862
6,0.4924294054508209,0.7425179481506348,-0.6062294244766235,0.49542635679244995,0.7382211685180664,-0.6199209094047546,0.49801549315452576,0.7371699810028076,-0.6198287010192871,0.5000501871109009,0.7372061014175415,-0.6199307441711426,0.4885557293891907,0.7377232909202576,-0.6192114949226379,0.48591089248657227,0.7354825139045715,-0.6193851232528687,0.4841034412384033,0.7338616847991943,-0.6194539666175842,0.5038911700248718,0.7262389063835144,-0.5719844102859497,0.4785701632499695,0.7162224054336548,-0.5703508853912354,0.49526748061180115,0.7384442687034607,-0.5788520574569702,0.4867691397666931,0.7338880896568298,-0.5778380632400513,0.5301175117492676,0.7070441842079163,-0.4280130863189697,0.44953423738479614,0.7020797729492188,-0.406699001789093,0.564069390296936,0.7689346075057983,-0.3648023009300232,0.42048344016075134,0.7887129783630371,-0.31597572565078735,0.6066665053367615,0.8569478988647461,-0.351091593503952,0.39958304166793823,0.869999885559082,-0.2842791974544525,0.6168569922447205,0.8703980445861816,-0.38355064392089844,0.386820524930954,0.8814117312431335,-0.3049711287021637,0.6139398813247681,0.8767644166946411,-0.3954065442085266,0.39936360716819763,0.8795551657676697,-0.3250751495361328,0.6092044711112976,0.8701922297477722,-0.35645791888237,0.4115985035896301,0.8770994544029236,-0.29059934616088867,0.5242301225662231,0.6253311038017273,-0.014119942672550678,0.4828503727912903,0.6169995069503784,0.014052493497729301,0.5640175342559814,0.7531009316444397,-0.013939532451331615,0.4382113516330719,0.7697119116783142,0.029444057494401932,0.5968911051750183,0.8322703242301941,0.17633390426635742,0.4092801511287689,0.8608345985412598,0.17921020090579987,0.5956264734268188,0.8373562097549438,0.19413350522518158,0.40519919991493225,0.8770679235458374,0.19169881939888,0.6079393625259399,0.8725011944770813,0.10425639152526855,0.395827978849411,0.9226878881454468,0.10264605283737183
7,0.4928566813468933,0.7418409585952759,-0.5767155289649963,0.4960618019104004,0.738125205039978,-0.5925794243812561,0.4983060956001282,0.7370420694351196,-0.5924690961837769,0.5004938840866089,0.7371675372123718,-0.5925269722938538,0.4896624684333801,0.7376230955123901,-0.5911888480186462,0.4867284893989563,0.7352451086044312,-0.5913804769515991,0.48471593856811523,0.733750581741333,-0.5914522409439087,0.5045499801635742,0.7261099219322205,-0.5577226281166077,0.47894415259361267,0.7161738276481628,-0.550511360168457,0.495919406414032,0.7379685044288635,-0.553406834602356,0.48741525411605835,0.7331422567367554,-0.5516399145126343,0.5309621095657349,0.7120583653450012,-0.4137762486934662,0.4504839777946472,0.6988855004310608,-0.3872259259223938,0.5578806400299072,0.7830407619476318,-0.3219253122806549,0.4294361472129822,0.7767420411109924,-0.2754184603691101,0.5879000425338745,0.8702746033668518,-0.27740389108657837,0.418729692697525,0.8648315668106079,-0.2223481684923172,0.6013134717941284,0.884326159954071,-0.3040376901626587,0.4110044538974762,0.8763361573219299,-0.23833124339580536,0.6002522110939026,0.8857728838920593,-0.31545305252075195,0.419320672750473,0.87619948387146,-0.25873643159866333,0.5904198884963989,0.8827196955680847,-0.2814858555793762,0.4247959554195404,0.8750474452972412,-0.22786930203437805,0.5242123007774353,0.626364529132843,-0.01335920114070177,0.48071661591529846,0.6153599619865417,0.013306464068591595,0.5641347765922546,0.7571438550949097,-0.018389830365777016,0.43570858240127563,0.7657328248023987,0.029310230165719986,0.6033730506896973,0.839970052242279,0.1409517377614975,0.39324861764907837,0.8618642091751099,0.16238370537757874,0.6064448952674866,0.8498808145523071,0.1551470011472702,0.395629346370697,0.876340925693512,0.17325173318386078,0.6201372742652893,0.8739397525787354,0.062456320971250534,0.38499805331230164,0.902860164642334,0.08285809308290482
8,0.4927711486816406,0.7428011298179626,-0.5941274166107178,0.4963321089744568,0.7381730675697327,-0.6077278852462769,0.49859142303466797,0.737048327922821,-0.6076272130012512,0.5008500218391418,0.7371276021003723,-0.6076675653457642,0.4897611737251282,0.7375348210334778,-0.6085976362228394,0.4867873787879944,0.7351216673851013,-0.6087831258773804,0.4846786856651306,0.7334972023963928,-0.6088498830795288,0.5054924488067627,0.7258128523826599,-0.5606953501701355,0.4789396822452545,0.7168049216270447,-0.5550527572631836,0.49584516882896423,0.739180326461792,-0.5670349597930908,0.48726552724838257,0.7348184585571289,-0.5681551694869995,0.531481146812439,0.7154509425163269,-0.41596388816833496,0.45021820068359375,0.7034591436386108,-0.3909991979598999,0.5534727573394775,0.7863012552261353,-0.32171571254730225,0.42830562591552734,0.7920135259628296,-0.3083513081073761,0.5862663388252258,0.8602035641670227,-0.2867593467235565,0.4149421155452728,0.8841805458068848,-0.2640208303928375,0.6001852750778198,0.8703541159629822,-0.3143673539161682,0.4081396460533142,0.8987274169921875,-0.28586727380752563,0.5907739996910095,0.8722609877586365,-0.3291756510734558,0.4168052673339844,0.8944517374038696,-0.30311188101768494,0.5832936763763428,0.8701380491256714,-0.2927170991897583,0.421675443649292,0.892024576663971,-0.26898467540740967,0.5239600539207458,0.6267630457878113,-0.011368743143975735,0.47865381836891174,0.6147835850715637,0.0112608652561903,0.5635616183280945,0.7601569294929504,-0.002799686510115862,0.43438881635665894,0.7619211673736572,0.03958287835121155,0.6059989929199219,0.8444526791572571,0.16921184957027435,0.3963640034198761,0.8603111505508423,0.18088945746421814,0.6104542016983032,0.8547411561012268,0.18585950136184692,0.3948076367378235,0.8743689060211182,0.19429783523082733,0.6258519887924194,0.8738997578620911,0.09612002223730087,0.3876057267189026,0.8960102796554565,0.11159443855285645
9,0.4931701719760895,0.7427253127098083,-0.5738082528114319,0.49824827909469604,0.7381276488304138,-0.5861275792121887,0.5005090236663818,0.7370003461837769,-0.5859968066215515,0.5030114650726318,0.7370976805686951,-0.5860200524330139,0.49136048555374146,0.7375063300132751,-0.5873757600784302,0.4881535470485687,0.7350906133651733,-0.5875282287597656,0.48576879501342773,0.7334219813346863,-0.5875356197357178,0.5073444843292236,0.7258100509643555,-0.5346620678901672,0.4798504412174225,0.7172152400016785,-0.5386472940444946,0.49631547927856445,0.7389786839485168,-0.5445414781570435,0.4872318208217621,0.7347791790962219,-0.54616379737854,0.5311241745948792,0.7211096286773682,-0.3801479935646057,0.4504055976867676,0.7034398317337036,-0.3765246570110321,0.5446558594703674,0.7834093570709229,-0.2785676419734955,0.43025708198547363,0.7936062216758728,-0.2819564938545227,0.5597929358482361,0.8454009294509888,-0.2358943521976471,0.41891688108444214,0.8829011917114258,-0.2363542765378952,0.5703531503677368,0.851369321346283,-0.2584328055381775,0.41110730171203613,0.8966925144195557,-0.255039781332016,0.5627607703208923,0.8487472534179688,-0.27250832319259644,0.42056816816329956,0.8938860297203064,-0.27235206961631775,0.5560554265975952,0.8487072587013245,-0.24097535014152527,0.42586398124694824,0.8912091851234436,-0.24117442965507507,0.523687481880188,0.6275685429573059,-0.010390211828052998,0.47728243470191956,0.6142411828041077,0.010324368253350258,0.5642610788345337,0.7650686502456665,-0.023603055626153946,0.4344107210636139,0.7605116367340088,0.021792041137814522,0.6071711778640747,0.8533927202224731,0.10734392702579498,0.39962631464004517,0.858876645565033,0.13668684661388397,0.612456738948822,0.8651048541069031,0.11941703408956528,0.39855247735977173,0.8694710731506348,0.146796315908432,0.6258324384689331,0.8788633346557617,0.022803451865911484,0.3914529085159302,0.8895050883293152,0.06228805333375931
