video,video_relpath,frame,phase_id,phase_name
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,0,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,1,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,2,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,3,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,4,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,5,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,6,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,7,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,8,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,9,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,10,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,11,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,12,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,13,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,14,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,15,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,16,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,17,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,18,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,19,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,20,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,21,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,22,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,23,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,24,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,25,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,26,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,27,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,28,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,29,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,30,0,unlabeled
snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,rostami/snatch_-96kg_rostami_kianoush_i1_fail_000008.mp4,31,0,unlabeled
