video,video_relpath,frame,phase_id,phase_name
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,0,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,1,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,2,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,3,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,4,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,5,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,6,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,7,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,8,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,9,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,10,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,11,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,12,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,13,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,14,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,15,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,16,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,17,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,18,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,19,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,20,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,21,1,setup
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,22,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,23,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,24,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,25,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,26,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,27,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,28,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,29,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,30,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,31,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,32,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,33,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,34,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,35,2,first_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,36,3,transition
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,37,3,transition
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,38,3,transition
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,39,4,second_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,40,4,second_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,41,4,second_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,42,4,second_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,43,4,second_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,44,4,second_pull
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,45,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,46,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,47,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,48,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,49,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,50,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,51,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,52,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,53,5,turnover
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,54,6,catch
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,55,6,catch
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,56,6,catch
snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,nasar/snatch_-96kg_nasar_karlos_i3_fail_000017.mp4,57,6,catch
